order	sequence	thai	phonetic	description	short-description	set	level
1436	14	ไม่รู้เธออยู่ไหน mâi-rúu təə yùu-nǎi I don't know where she is. 					
1437	15	จำง่าย(ดี) jam ngâai	dii	Easy to remember. / That's easy to remember.  	Easy to remember. / That's eas		
1438	16	ไม่เห็นหรือ mâi hěn rʉ̌ʉ Don't you see it? / Can't you see it?  					
1439	17	มาหาฉันหน่อยสิ maa-hǎa chǎn nɔ̀i sì Come and see me. / Come and visit me.  					
1440	18	ฉันรู้สึกเหนื่อย chǎn rúu-sʉ̀k nʉ̀ai I feel tired.  					
1441	19	เพลงเพราะ pleeng prɔ́(That) song's nice.	sounds good	/ Nice song.  	/ Nice song.  		
1442	20	มีความหมายดี mii kwaam-mǎai dii It has good meaning.  					
1443	1	พูดยังไม่ทันจบ pûut yang mâi-tan jòp	I	haven't finished talking yet! / (I) haven't finished what I was going to say!  	haven't finished talking yet! 	Super Useful Expressions, Part 73  	low-advanced level
1444	2	ไม่คิดหน้าคิดหลัง mâi kít nâa kít lǎng	She	just does it without thinking about the consequences! / (She)'s so rash! /  (She) just goes ahead and does it without a second thought.  	just does it without thinking 		
1445	3	ดูภายนอก... duu paai-nɔ̂ɔk... 					
1446	4	แต่ติดปัญหาตรง(ที่ว่า)... dtɛ̀ɛ dtìt bpan-hǎa dtrong	tîi-wâa	... But the problem is (that)...  	... But the problem is (that).	Superficially... / Outwardly... / On the surface...  	
1447	5	มีกฎหมายข้อไหนไม่ให้(ถ่ายรูป) mii gòt-mǎai kɔ̂ɔ nǎi mâi-hâi	tàai-rûup	Is there a law against (taking pictures)?  	Is there a law against (taking		
1448	6	ไม่ต้องน้อยใจ mâi-dtɔ̂ng nɔ́ɔi-jai Don't feel slighted. 					
1449	7	กินข้าวพร้อมหน้าพร้อมตา gin-kâao prɔ́ɔm-naa-prɔ́ɔm-dtaa	Having dinner	all together.  	all together.  		
1450	8	ไม่มีผู้ชายคนไหน(ชอบผู้หญิงขี้บ่น) mâi-mii pûu-chaai kon-nǎi	chɔ̂ɔp pûu-yǐng kîi-bon	No guy... (likes a woman who complains all the time). 	No guy... (likes a woman who c		
1451	9	ทำไมเรื่องแบบนี้ต้องเกิดขึ้นกับฉัน tam-mai rʉ̂ang bɛ̀ɛp-níi dtɔ̂ng gə̀ət-kʉ̂n gàp chǎn Why does this have to happen to me?!  					
1452	10	ใช้เวลาให้คุ้มค่าที่สุด chái-wee-laa hâi kúm-kâa tîi-sùt Make the most of your time. / Make your time really matter.  					
1453	11	ค่อยว่ากันอีกที kɔ̂i wâa gan ìik tii Let's talk about it another time. / We can discuss it later. 					
1454	12	มันไม่จบง่ายๆ man mâi-jòp ngâai-ngâai It ain't over 'til it's over! / It ain't over 'til the Fat Lady sings! / It won't be over so  easily!  					
1455	13	เวลาจะเยียวยาทุกอย่าง LITERARY wee-laa jà yiao-yaa túk-yàang Time will heal everything.  					
1456	14	ใช้เวลานานแค่ไหนกว่าจะ(เห็นผล) chái-wee-laa naan kɛ̂ɛ-nǎi gwàa jà	hěn pǒn	How long does it take before (you see results)? 	How long does it take before (		
1457	15	(จะ)ไม่มีอะไรเหมือนเดิมอีกแล้ว	jà	mâi-mii à-rai mʉ̌an-dəəm ìik lɛ́ɛo Nothing will ever be the same again. / Nothing will be like it was before.  	mâi-mii à-rai mʉ̌an-dəəm ìik l		
1458	16	ใช้ได้บ้างไม่ได้บ้าง chái-dâi bâang mâi-dâi bâang Sometimes	it	works, sometimes it doesn't.  	works, sometimes it doesn't.  		
1459	17	มาถึงขนาดนี้แล้ว... maa-tʉ̌ng kà-nàat-níi lɛ́ɛo...	We	've come this far... / (You)'ve made it this far...  	've come this far... / (You)'v		
1460	18	ผมต้องแบกรับภาระ... pǒm dtɔ̂ng bɛ̀ɛk-ráp paa-rá... I have to bear/carry the burden	of	... 	... 		
1461	19	หล่อนไม่สนใจอะไรเลยนอกจาก(เงิน) lɔ̀n mâi sǒn-jai à-rai ləəi nɔ̂ɔk-jàak	ngən	She's not interested in anything except (money). 	She's not interested in anythi		
1462	20	ผมจะทำอะไรได้ pǒm jà tam à-rai dâi What can I do?	This is sarcastic and means you can't do anything.				
1463	1	เขาหุ่นดี(นะ) kǎo hùn dii	ná	He's got a nice body. / She's got a nice figure.  	He's got a nice body. / She's 	Super Useful Expressions, Part 74  	low-intermediate level
1464	2	ฉันว่าอ้วนไปหน่อย chǎn wâa ûan bpai-nɔ̀i I think I'm a bit fat/overweight.  					
1465	3	ไม่หรอก(ครับ) mâi rɔ̀ɔk	kráp	You are not. / No, (not at all).   (disagreeing or clarifying)  	You are not. / No, (not at all		
1466	4	มีรอยสักที่แขน mii rɔɔi-sàk tîi kɛ̌ɛn S/he has a tattoo on her arm.  					
1467	5	ตอบ(ฉัน)มา(สิ) dtɔ̀ɔp	chǎn	maa (sì) Answer me!  	maa (sì) Answer me!  		
1468	6	ผมทำงานส่วนตัว pǒm tam-ngaan sùan-dtua I'm self-employed. 					
1469	7	ฉัน(ก็)ใช้บ่อย chǎn	gɔ̂ɔ	chái bɔ̀i I use (it) a lot. / I often use (it).  	chái bɔ̀i I use (it) a lot. / 		
1470	8	เขาเป็นคนยังไง kǎo bpen kon yang-ngai What's he like?  					
1471	9	กินอะไรสักหน่อย gin à-rai sàk-nɔ̀i Eat something. / Have something to eat. 					
1472	10	ให้เวลาอีก(ห้านาที) hâi wee-laa ìik	hâa naa-tii	Give it (5 more minutes).  	Give it (5 more minutes).  		
1473	11	คนไม่แน่น kon mâi-nɛ̂n It's not crowded.  					
1474	12	มีตั้งเยอะ mii dtâng yə́ There are a lot of them! / There's plenty.  					
1475	13	ไม่มีมารยาท mâi-mii maa-rá-yâat You have no manners. / You're being rude.  Note: มารยาท	maa-rá-yâat	is also pronounced as man-rá-yâat or man-yâat. 	is also pronounced as man-rá-y		
1476	14	ค่อยๆ(ค่ะ) kɔ̂i-kɔ̂i	kà	Easy! / (Go) slowly! / Gently! 	Easy! / (Go) slowly! / Gently!		
1477	15	เขาถูกรถชน kǎo tùuk rót-chon He was hit by a car.  					
1478	16	เราเป็นเพื่อนสนิทตั้งแต่(เรียนมัธยม) rao bpen pʉ̂an sà-nìt dtâng-dtɛ̀ɛ	rian mát-tá-yom	We've been close friends since (high school).  	We've been close friends since		
1479	17	ผมไม่ได้โมโห pǒm mâi-dâi moo-hǒo I'm not angry!  					
1480	18	มีอะไรแปลกๆ mii à-rai bplɛ̀ɛk-bplɛ̀ɛk There's something strange	going on	. / Something is off.  	. / Something is off.  		
1481	19	ไม่เห็นมีอะไร(เลย) mâi-mii à-rai	ləəi	(I) don't see anything! / There's nothing there!  	(I) don't see anything! / Ther		
1482	20	หนูว่าเขาน่ารักดี nǔu wâa kǎo nâa-rák dii I think s/he's cute.					
1483	1	โทษที่ไม่ได้บอก INFORMAL tôot tîi mâi-dâi bɔ̀ɔk Sorry I didn't tell you.  	Super Useful Expressions, Part 75  	low-intermediate level	low-intermediate level		
1484	2	ยกเลิก(ไป)แล้ว yók-lə̂ək	bpai	lɛ́ɛo (It) was cancelled. / (It) was called off.  	lɛ́ɛo (It) was cancelled. / (I		
1485	3	เขาขยันทำงาน kǎo kà-yǎn tam-ngaan He's very hard-working. / He works very hard.  					
1486	4	ต้องทำโอที INFORMAL dtɔ̂ng tam-oo-tii	I	have to work overtime. / (I) had to work overtime. Note: More formally overtime is ทำงานนอกเวลา (tam-ngaan nɔ̂ɔk-wee-laa). 	have to work overtime. / (I) h		
1487	5	พูดแบบนี้ได้ยังไง pûut bɛ̀ɛp-níi dâi yang-ngai How can you say that? / How can you talk that way?  					
1488	6	(10) กว่าปี	sìp	gwàa bpii For over (10) years. / More than (10) years.  	gwàa bpii For over (10) years.		
1489	7	เจอ(ได้)บ่อย jəə	dai	bɔ̀i (It)'s common. / You come across (it) a lot. 	bɔ̀i (It)'s common. / You come		
1490	8	ฉันไม่ได้คิดไปเอง chǎn mâi-dâi kít bpai eeng I wasn't just imagining. / I wasn't just my imagination. / It wasn't all in my head.  					
1491	9	หนูคิดถึงคุณพ่อคุณแม่(มาก) nǔu kít-tʉ̌ng kun-pɔ̂ɔ kun-mɛ̂ɛ	mâak	I (really) miss my parents! / I (really) miss my mother and father!  	I (really) miss my parents! / 		
1492	10	หูจะแตก hǔu jà dtɛ̀ɛk My eardrums are gonna burst! / I'm gonna go deaf! 					
1493	11	คุณซื้ออะไรให้เขา kun sʉ́ʉ à-rai hâi kǎo What did you get him?  					
1494	12	ผมเป็นคนต่างจังหวัด pǒm bpen kon dtàang-jang-wàt I'm from another province. / I'm from a rural province. / I'm a country boy. 					
1495	13	พอกินได้ pɔɔ-gin-dâi It's edible. / I can eat it.	I don't like it so much, but that's okay.				
1496	14	...ไม่เท่ากัน ...mâi tâo-gan They're not equal. / It's unequal. 					
1497	15	งานแรกที่ทำคือ(ล้างจาน) ngaan rɛ̂ɛk tîi tam kʉʉ	láang-jaan	My first job was (washing dishes). / I first worked as (a dishwasher).  	My first job was (washing dish		
1498	16	เขาไม่มีการศึกษา kǎo mâi mii gaan-sʉ̀k-sǎa He's uneducated. / He didn't have an education.  					
1499	17	โง่สุดๆ ngôo sùt-sùt So stupid! / You're an idiot! / You're really dumb!  					
1500	18	ฉันไม่ได้แต่งหน้า(เลย) chǎn mâi-dâi dtɛ̀ng-nâa	ləəi	I'm not wearing any makeup. / I didn't put on any makeup.  	I'm not wearing any makeup. / 		
1501	19	พูดใหม่สิ INFORMAL pûut mài sì Say again. / Come again.  					
1502	20	เชื่อ(ผม)หรือยัง chʉ̂a	pǒm	rʉ̌ʉ-yang Now do you believe me? / Do you believe me now?  	rʉ̌ʉ-yang Now do you believe m		
1503	1	จะลืมได้ยังไง jà lʉʉm dâi yang-ngaiHow can I forget? / How can I forget	you	?  	?  	Super Useful Expressions, Part 76  	low-intermediate level
1504	2	ทำต่อไป tam dtɔ̀ɔ-bpai Keep going	keep doing it	. / Carry on. 	. / Carry on. 		
1505	3	มีเท่านี้ mii tâo-níi That's all	I have	. / That's it.  	. / That's it.  		
1506	4	เมื่อ(วันเสาร์)ที่ผ่านมา mʉ̂a	wan-sǎao	tîi-pàan-maa Last (Saturday)...  	tîi-pàan-maa Last (Saturday)..		
1507	5	เริ่มต้นใหม่อีกครั้ง rə̂əm-dtôn mài ìik kráng Start	all	over again. / Start afresh.  	over again. / Start afresh.  		
1508	6	มีหลายสาขา mii lǎai sǎa-kǎa There are many branches.	stores, etc.				
1509	7	พ่อต้องเชื่อผม pɔ̂ɔ dtɔ̂ng chʉ̂a pǒm You have to believe me, Dad! / You gotta believe me!  					
1510	8	เขาทำอะไรคุณหรือเปล่า kǎo tam à-rai kun rʉ̌ʉ-bplàao Did they do anything to you? 					
1511	9	เลิกงานดึก lə̂ək-ngaan dʉ̀k	I	was working late. / I finished work late. 	was working late. / I finished		
1512	10	ไปกินข้าวกัน bpai gin-kâao gan Let's go eat. / Let's go get something to eat.  					
1513	11	กินอะไรดีนะ gin à-rai dii ná What do you wanna eat? / What should we eat?  					
1514	12	ฉัน(ได้)มีโอกาสคุยกับ... chǎn	dâi	mii oo-gàat kui gàp... I had a chance to talk with...  	mii oo-gàat kui gàp... I had a		
1515	13	จำรายละเอียดไม่ได้ jam raai-lá-ìat mâi-dâi	I	can't remember the details.	can't remember the details.		
1516	14	เข้าใจที่ฉันพูดไหม kâo-jai tîi chǎn pûut mǎi Do you understand me? / Do you understand what I'm saying? / Do you  understand what I said? 					
1517	15	ฉันเคยมาที่นี่หลายครั้ง chǎn kəəi maa tîi-nîi lǎai kráng I'm been here many times	before	.  	.  		
1518	16	(จะ)ทำให้ดูสวยขึ้น	jà	tam-hâi duu sǔai kʉ̂n (It) (will) make you look more beautiful. / (It) makes it look more attractive. 	tam-hâi duu sǔai kʉ̂n (It) (wi		
1519	17	(ผม)ยินดีช่วย	pǒm	yin-dii chûai (I)'m happy to help. / Happy to help.  	yin-dii chûai (I)'m happy to h		
1520	18	หวังว่าคุณจะเข้าใจ wǎng-wâa kun jà kâo-jai	I	hope you understand.  	hope you understand.  		
1521	19	ขอถ่ายรูปได้ไหมคะ kɔ̌ɔ tàai rûup dâi-mǎi ká Can I take your/a picture?  					
1522	20	อย่าทำให้(ผม)โมโห yàa tam-hâi	pǒm	moo-hǒo Don't make me angry/mad.  	moo-hǒo Don't make me angry/ma		
1523	1	แกต้องช่วยฉัน gɛɛ dtɔ̂ng chûai chǎn You have to help me!  	Super Useful Expressions, Part 77  	low-intermediate level	low-intermediate level		
1524	2	ฟังอยู่รึเปล่า fang yùu rʉ́-bplàao Are you there? / Are you listening?  					
1525	3	ไม่น่าทำแบบนี้(ครับ) mâi-nâa tam bɛ̀ɛp-níi	kráp	You shouldn't have done that. 	You shouldn't have done that. 		
1526	4	ผมไม่เคยพูดแบบนั้น pǒm mâi kəəi pûut bɛ̀ɛp-nán I never said that.  					
1527	5	สำหรับผม(แล้ว)... sǎm-ràp pǒm	lɛ́ɛo	For me... / To me...  	For me... / To me...  		
1528	6	ไม่ต้องบอก mâi-dtɔ̂ng bɔ̀ɔk You don't need to tell	me	. / It's not necessary to tell (me).  	. / It's not necessary to tell		
1529	7	(มัน)ทำให้ผมงง	man	tam-hâi pǒm ngong (It) confused me. / (It) confuses me. 	tam-hâi pǒm ngong (It) confuse		
1530	8	แปลกดีนะ bplɛ̀ɛk-dii ná That's odd/strange/weird.  Note: This doesn't have a negative connotation. It means weird in an interesting  way.  					
1531	9	ใส่ตัวไหนดี sài dtua nǎi dii Which one should I wear?  					
1532	10	หาอะไรทำดีกว่า hǎa à-rai tam dii-gwàa Let's find something to do.  					
1533	11	เขาฆ่าตัวตาย kǎo kâa-dtua-dtaai He killed himself. / He committed suicide.  					
